Date,TauxReel,TauxPredit,Ecart
2025-09-06,0.07078928673850915,0.07563556086966343,-0.0048462741311542795
2025-09-07,0.07427240873302111,0.07654099456571646,-0.0022685858326953467
2025-09-08,0.07237445371805283,0.07624954179239701,-0.0038750880743441823
2025-09-09,0.0756386208065484,0.07749363048099442,-0.0018550096744460176
2025-09-10,0.06377777850166783,0.07392231961078434,-0.010144541109116514
2025-09-11,0.08764785847418265,0.07769181810112503,0.009956040373057612
2025-09-12,0.08139431534248619,0.08025219509952389,0.0011421202429622995
2025-09-13,0.08314445900226346,0.0772484014974251,0.005896057504838362
2025-09-14,0.07344329630552592,0.07738666693274575,-0.003943370627219833
2025-09-15,0.07029779987194897,0.07566631594446835,-0.005368516072519383
2025-09-16,0.07226847612184252,0.07650688885185354,-0.004238412730011021
2025-09-17,0.07770798999945247,0.07575333752199824,0.00195465247745423
2025-09-18,0.0756385018135939,0.07860113065797361,-0.002962628844379714
2025-09-19,0.07303985953307683,0.0782089850151646,-0.005169125482087769
2025-09-20,0.07527469660984959,0.07642158230023706,-0.0011468856903874697
2025-09-21,0.07629377399191645,0.07713172508188296,-0.0008379510899665099
2025-09-22,0.0755987873798638,0.07638363926664166,-0.0007848518867778626
2025-09-23,0.07772668289756204,0.07599101159697288,0.0017356713005891589
2025-09-24,0.0853809669374476,0.07606832168229459,0.009312645255153004
2025-09-25,0.08099965617649113,0.07598312295113503,0.0050165332253560985
2025-09-26,0.06941876152673132,0.0795161635791618,-0.010097402052430482
2025-09-27,0.08096521041341828,0.07870281101310501,0.002262399400313267
2025-09-28,0.09252703098459528,0.07704056428409986,0.015486466700495416
2025-09-29,0.0671912821055512,0.07645089793813006,-0.009259615832578866
2025-09-30,0.07983845248144014,0.0765589046590355,0.003279547822404638
2025-10-01,0.08429647529750266,0.07680167279238424,0.007494802505118414
2025-10-02,0.07142510407554707,0.07628234145259076,-0.004857237377043688
2025-10-03,0.08142797973441969,0.07712674548597483,0.004301234248444863
2025-10-04,0.07084001871584554,0.07592581877604238,-0.005085800060196835
2025-10-05,0.0699716386573728,0.07679253626976527,-0.006820897612392476
2025-10-06,0.08110244455645255,0.07568834173408835,0.005414102822364195
2025-10-07,0.07128478315866703,0.07679982299709794,-0.005515039838430907
2025-10-08,0.0710859111856953,0.0767410045298701,-0.0056550933441748
2025-10-09,0.08569111747006554,0.07632108605605821,0.00937003141400733
2025-10-10,0.08567724858087497,0.08123321542735744,0.004444033153517532
2025-10-11,0.08464159642079544,0.07673033768226183,0.007911258738533614
2025-10-12,0.07264613234784277,0.07569174362690945,-0.003045611279066676
2025-10-13,0.06922208739040618,0.0756667928211751,-0.0064447054307689156
2025-10-14,0.098400994841628,0.07948802056524941,0.018912974276378586
2025-10-15,0.08373569831008915,0.07595409523391504,0.007781603076174107
2025-10-16,0.09006601610572597,0.07781791883977916,0.012248097265946806
2025-10-17,0.07228714952725429,0.07901595877543587,-0.006728809248181575
2025-10-18,0.08232481303191833,0.07622107244449836,0.00610374058741997
2025-10-19,0.07214228501896974,0.07662080554953576,-0.004478520530566021
2025-10-20,0.08338763005915655,0.07700017008330273,0.0063874599758538125
2025-10-21,0.09279632414808521,0.07656828179427844,0.016228042353806774
2025-10-22,0.07200981004348934,0.07731115452081619,-0.005301344477326844
2025-10-23,0.0780488241872595,0.077666820548102,0.0003820036391574966
2025-10-24,0.06994419209936267,0.07982495927559949,-0.009880767176236815
2025-10-25,0.07304523437544004,0.07556982008296562,-0.0025245857075255757
2025-10-26,0.07687800833436155,0.07581652080693824,0.0010614875274233132
2025-10-27,0.07857719475836455,0.07706471203545492,0.0015124827229096305
2025-10-28,0.06302704848187488,0.07704100701687137,-0.014013958534996498
2025-10-29,0.0805442927803641,0.07605598866965985,0.00448830411070425
2025-10-30,0.08916938049912039,0.07882208718200798,0.010347293317112413
2025-10-31,0.08290547495065845,0.08123028961468118,0.0016751853359772695
