Date,Observe,Tendance,Saisonnalite,Residu
2023-11-01,0.05999633120262406,0.07031385199308603,-0.003428835284573968,-0.00688868550588799
2023-11-02,0.08171711061932636,0.07075483988410482,0.00839796228678981,0.0025643084484317374
2023-11-03,0.0692532264189141,0.07116974876088658,-0.002444337295703408,0.000527814953730929
2023-11-04,0.0749897510299708,0.07156828404863369,0.0017711444823420807,0.0016503224989950216
2023-11-05,0.07032738645591433,0.07195519706038211,-0.0014214383139597045,-0.00020637229050808614
2023-11-06,0.07295975966610521,0.07232487772580572,-0.00011324303840802376,0.0007481249787075206
2023-11-07,0.07016001447970291,0.07265154849048179,-0.0018254558074296166,-0.0006660782033492685
2023-11-08,0.07629468867305404,0.07283028441534575,-0.0024162660604878363,0.005880670318196127
2023-11-09,0.07471253821999095,0.07297575468272927,0.005292908166016276,-0.0035561246287545978
2023-11-10,0.071459303550733,0.07318660430639927,-0.0007948876396036628,-0.0009324131160626109
2023-11-11,0.07372453480048993,0.07341012230201323,0.00013782863406067202,0.0001765838644160328
2023-11-12,0.07216404341088586,0.07359218594194092,-0.0001080402856083899,-0.0013201022454466665
2023-11-13,0.07376363246135878,0.0737052229339815,-0.0014380450633892372,0.0014964545907665133
2023-11-14,0.07290857869700937,0.07381470596994595,0.00025818034119335774,-0.0011643076141299447
2023-11-15,0.07809492066044815,0.07394853197087259,-0.0014039472626471037,0.005550335952222665
2023-11-16,0.07512833797659833,0.07411175602912608,0.0021726854790012446,-0.001156103531528993
2023-11-17,0.07589597311462529,0.07426529698309736,0.0008367849877934349,0.0007938911437344875
2023-11-18,0.06784955042997821,0.07448164893519058,-0.0012823129161679686,-0.005349785589044392
2023-11-19,0.07727152295701988,0.07475075866509277,0.0009328108700303021,0.0015879534218967983
2023-11-20,0.06871276418329735,0.07512215933817461,-0.002472160641101975,-0.003937234513775284
2023-11-21,0.08218481611292218,0.07560298385677808,0.0021406476452483555,0.0044411846108957515
2023-11-22,0.07030376124220063,0.07613066896433004,-0.0006827312905879041,-0.005144176431541511
2023-11-23,0.08060582117985744,0.07657472786329034,-0.0005785114364967156,0.004609604753063823
2023-11-24,0.07897526674402439,0.07686587509588566,0.0025073836850152045,-0.0003979920368764739
2023-11-25,0.07613373933331147,0.07691609377085891,-0.0026665200987544815,0.0018841656612070407
2023-11-26,0.08232662892446166,0.07675976397561315,0.0018381240170859989,0.0037287409317625086
