LiaisonId,EstFerie,EstVacances,liaison_frequence
100,False,False,150.0
101,False,False,601.0
102,False,False,197.0
103,False,False,474.0
10796,False,False,34.0
10891,False,False,33.0
11082,False,False,574.0
12319,False,False,78.0
12320,False,False,312.0
12321,False,False,28.0
12325,False,False,1211.0
12401,False,False,2.0
12402,False,False,11.0
12407,False,False,27.0
12487,False,False,3.0
12561,False,False,23.0
12562,False,False,4.0
12566,False,False,70.0
12640,False,False,17.0
12644,False,False,758.0
1267,False,False,18.0
12722,False,False,18.0
12798,False,False,2216.0
12803,False,False,1480.0
12813,False,False,1553.0
12817,False,False,2527.0
12819,False,False,4410.0
12821,False,False,1316.0
12822,False,False,1552.0
12826,False,False,2237.0
12827,False,False,2577.0
12828,False,False,1382.0
12829,False,False,1002.0
12831,False,False,1810.0
12834,False,False,131.0
12835,False,False,527.0
12836,False,False,135.0
12839,False,False,41.0
12840,False,False,1.0
12841,False,False,49.0
12843,False,False,34.0
12844,False,False,27.0
12845,False,False,562.0
12846,False,False,352.0
12847,False,False,1118.0
12848,False,False,26.0
12849,False,False,155.0
12850,False,False,1356.0
13026,False,False,1310.0
13036,False,False,1280.0
13040,False,False,1430.0
13042,False,False,2424.0
13044,False,False,977.0
13045,False,False,1158.0
13049,False,False,1137.0
13050,False,False,1463.0
13051,False,False,746.0
13052,False,False,464.0
13054,False,False,968.0
13057,False,False,68.0
13058,False,False,246.0
13059,False,False,56.0
13062,False,False,10.0
13064,False,False,29.0
13066,False,False,7.0
13067,False,False,7.0
13068,False,False,272.0
13069,False,False,141.0
13070,False,False,639.0
13071,False,False,9.0
13072,False,False,38.0
13073,False,False,762.0
13387,False,False,1226.0
13389,False,False,527.0
13391,False,False,2176.0
13393,False,False,2264.0
13394,False,False,829.0
13395,False,False,1191.0
13396,False,False,1229.0
13400,False,False,1023.0
13401,False,False,1278.0
13402,False,False,594.0
13403,False,False,574.0
13405,False,False,888.0
13408,False,False,58.0
13409,False,False,134.0
13410,False,False,43.0
