Date,LiaisonId,TauxVenteGuichet,Prediction,ErreurAbsolue,JourSemaine,Seuil,EstAnomalie
2025-09-28,101,0.15384616,0.13430507676350717,0.01954108281386252,6,0.1377235246086606,False
2025-09-30,101,0.12244898,0.09238161689140639,0.030067363916851664,1,0.1377235246086606,False
2025-10-10,101,0.104166664,0.09577739005586183,0.008389274127277968,4,0.1377235246086606,False
2025-10-13,101,0.0877193,0.0970975392126449,0.009378240313471162,0,0.1377235246086606,False
2025-10-15,101,0.18181819,0.13857623101490565,0.043241956221880234,2,0.1377235246086606,False
2025-10-16,101,0.071428575,0.11191564270831932,0.04048706808664192,3,0.1377235246086606,False
2025-10-22,101,0.09090909,0.1438631004788623,0.05295400686046936,2,0.1377235246086606,False
2025-10-23,101,0.3,0.14943035685833247,0.15056965506259648,3,0.1377235246086606,True
2025-10-24,101,0.083333336,0.09817438343952554,0.014841047622665346,4,0.1377235246086606,False
2025-10-25,101,0.054054055,0.1342601777612919,0.08020612239835206,5,0.1377235246086606,False
2025-10-26,101,0.08196721,0.10214780037323067,0.020180588113461226,6,0.1377235246086606,False
2025-10-27,101,0.029411765,0.09230323419305207,0.06289146937760236,0,0.1377235246086606,False
2025-10-28,101,0.083333336,0.12438155767037143,0.04104822185351123,1,0.1377235246086606,False
2025-10-29,101,0.045454547,0.10162737982940395,0.05617283302020748,2,0.1377235246086606,False
2025-10-30,101,0.12280702,0.09139328560759745,0.03141373285124578,3,0.1377235246086606,False
