LiaisonId,EstFerie,EstVacances,liaison_frequence
860,False,False,18
861,False,False,20
862,False,False,11
863,False,False,5
864,False,False,95
865,False,False,116
866,False,False,133
867,False,False,17
868,False,False,44
869,False,False,206
870,False,False,302
871,False,False,146
872,False,False,582
873,False,False,553
874,False,False,305
875,False,False,288
876,False,False,309
877,False,False,333
878,False,False,261
879,False,False,155
880,False,False,180
881,False,False,194
882,False,False,46
883,False,False,76
884,False,False,51
885,False,False,11
886,False,False,23
887,False,False,12
888,False,False,11
889,False,False,94
890,False,False,107
891,False,False,104
892,False,False,14
893,False,False,28
894,False,False,174
895,False,False,3
896,False,False,13
897,False,False,11
898,False,False,21
899,False,False,16
900,False,False,63
901,False,False,8
902,False,False,35
903,False,False,20
904,False,False,2
905,False,False,49
906,False,False,29
907,False,False,17
908,False,False,55
909,False,False,1
910,False,False,2
911,False,False,17
912,False,False,2
913,False,False,11
914,False,False,1
915,False,False,8
916,False,False,7
917,False,False,7
918,False,False,26
919,False,False,1
920,False,False,4
921,False,False,22
922,False,False,3
923,False,False,7
924,False,False,2
925,False,False,7
926,False,False,13
927,False,False,28
928,False,False,11
929,False,False,4
930,False,False,65
931,False,False,1
932,False,False,14
933,False,False,66
934,False,False,13
935,False,False,60
936,False,False,60
937,False,False,71
938,False,False,98
939,False,False,14
940,False,False,92
941,False,False,10
942,False,False,24
943,False,False,97
944,False,False,11
945,False,False,82
946,False,False,96
947,False,False,82
948,False,False,192
949,False,False,45
950,False,False,1
951,False,False,7
952,False,False,21
953,False,False,2
954,False,False,17
955,False,False,12
956,False,False,14
957,False,False,23
958,False,False,4
959,False,False,17
960,False,False,330
961,False,False,20
962,False,False,185
963,False,False,191
964,False,False,108
965,False,False,619
966,False,False,2
967,False,False,11
968,False,False,2
969,False,False,1
970,False,False,10
971,False,False,76
973,False,False,35
974,False,False,42
975,False,False,14
976,False,False,106
977,False,False,8
978,False,False,120
979,False,False,314
980,False,False,72
981,False,False,485
982,False,False,115
983,False,False,244
984,False,False,241
985,False,False,266
986,False,False,193
987,False,False,145
988,False,False,160
989,False,False,220
990,False,False,52
991,False,False,84
992,False,False,38
993,False,False,10
994,False,False,16
995,False,False,3
996,False,False,4
997,False,False,116
998,False,False,83
999,False,False,127
1000,False,False,16
1001,False,False,43
1002,False,False,206
1003,False,False,13
1004,False,False,16
1005,False,False,22
1006,False,False,43
1007,False,False,63
1008,False,False,244
1009,False,False,70
1010,False,False,359
1011,False,False,380
1012,False,False,30
1013,False,False,33
1014,False,False,27
1015,False,False,29
1016,False,False,32
1017,False,False,29
1018,False,False,31
1019,False,False,210
1020,False,False,88
1021,False,False,270
1022,False,False,527
1023,False,False,286
1024,False,False,5
1025,False,False,230
1026,False,False,410
1027,False,False,90
1028,False,False,226
1029,False,False,498
1030,False,False,305
1031,False,False,241
1032,False,False,242
1033,False,False,318
1034,False,False,73
1035,False,False,115
1036,False,False,38
1037,False,False,11
1038,False,False,14
1039,False,False,2
1040,False,False,7
1041,False,False,160
1042,False,False,268
1043,False,False,305
1044,False,False,37
1045,False,False,73
1046,False,False,436
1047,False,False,526
1048,False,False,129
1049,False,False,13
1050,False,False,14
1051,False,False,183
1052,False,False,152
1053,False,False,418
1054,False,False,713
1055,False,False,497
1056,False,False,327
1057,False,False,392
1058,False,False,648
1059,False,False,100
1060,False,False,306
1061,False,False,731
1062,False,False,34
1063,False,False,60
1064,False,False,37
1065,False,False,54
1066,False,False,378
1067,False,False,518
1068,False,False,634
1069,False,False,70
1070,False,False,155
1071,False,False,689
1072,False,False,2
1073,False,False,14
1074,False,False,62
1075,False,False,204
1076,False,False,148
1077,False,False,114
1078,False,False,51
1079,False,False,3
1080,False,False,1
1081,False,False,483
1082,False,False,619
1083,False,False,285
1084,False,False,180
1085,False,False,470
1086,False,False,364
1087,False,False,307
1088,False,False,646
1089,False,False,663
1090,False,False,639
1091,False,False,455
1092,False,False,499
1093,False,False,524
1094,False,False,548
1095,False,False,232
1096,False,False,221
1097,False,False,174
1098,False,False,95
1099,False,False,255
1100,False,False,518
1101,False,False,504
1102,False,False,321
1103,False,False,256
1104,False,False,438
1105,False,False,66
1106,False,False,107
1107,False,False,25
1108,False,False,12
1109,False,False,12
1110,False,False,4
1111,False,False,1
1112,False,False,154
1113,False,False,177
1114,False,False,214
1115,False,False,18
1116,False,False,60
1117,False,False,252
1118,False,False,3
1119,False,False,8
1120,False,False,49
1121,False,False,34
1122,False,False,28
1123,False,False,6
1124,False,False,76
1125,False,False,49
1126,False,False,29
1127,False,False,99
1128,False,False,130
1129,False,False,339
1130,False,False,616
1131,False,False,528
1132,False,False,249
1133,False,False,262
1134,False,False,505
1135,False,False,79
1136,False,False,189
1137,False,False,41
1138,False,False,16
1139,False,False,27
1140,False,False,12
1141,False,False,14
