LiaisonId,TypeTitre,liaison_frequence,liaison_cible_encodage_controles,interaction_jour_liaison_controles
14716,B,82,20.49193,20.49193
14716,C,82,20.49193,20.49193
14718,B,29,20.49193,20.49193
14718,C,29,20.49193,20.49193
14721,B,313,20.49193,20.49193
14721,C,313,20.49193,20.49193
14722,B,130,20.49193,20.49193
14722,C,130,20.49193,20.49193
14723,B,54,20.49193,20.49193
14723,C,54,20.49193,20.49193
14728,B,108,20.49193,20.49193
14728,C,108,20.49193,20.49193
14729,B,124,20.49193,20.49193
14729,C,124,20.49193,20.49193
14731,B,1324,20.49193,20.49193
14731,C,1324,20.49193,20.49193
14734,B,121,20.49193,20.49193
14734,C,121,20.49193,20.49193
14735,B,365,20.49193,20.49193
14735,C,365,20.49193,20.49193
14736,B,53,20.49193,20.49193
14736,C,53,20.49193,20.49193
14739,B,22,20.49193,20.49193
14739,C,22,20.49193,20.49193
14741,B,27,20.49193,20.49193
14741,C,27,20.49193,20.49193
14743,B,14,20.49193,20.49193
14743,C,14,20.49193,20.49193
14744,B,8,20.49193,20.49193
14744,C,8,20.49193,20.49193
14745,B,566,20.49193,20.49193
14745,C,566,20.49193,20.49193
14746,B,360,20.49193,20.49193
14746,C,360,20.49193,20.49193
14747,B,1131,20.49193,20.49193
14747,C,1131,20.49193,20.49193
14748,B,58,20.49193,20.49193
14748,C,58,20.49193,20.49193
14749,B,120,20.49193,20.49193
14749,C,120,20.49193,20.49193
14750,B,1135,20.49193,20.49193
14750,C,1135,20.49193,20.49193
14754,B,13,20.49193,20.49193
14754,C,13,20.49193,20.49193
14755,C,1,20.49193,20.49193
14756,B,26,20.49193,20.49193
14756,C,26,20.49193,20.49193
14758,B,116,20.49193,20.49193
14758,C,116,20.49193,20.49193
14760,B,100,20.49193,20.49193
14760,C,100,20.49193,20.49193
14762,B,71,20.49193,20.49193
14762,C,71,20.49193,20.49193
14764,B,33,20.49193,20.49193
14764,C,33,20.49193,20.49193
14767,B,202,20.49193,20.49193
14767,C,202,20.49193,20.49193
14768,B,99,20.49193,20.49193
14768,C,99,20.49193,20.49193
14769,B,36,20.49193,20.49193
14769,C,36,20.49193,20.49193
14773,B,21,20.49193,20.49193
14773,C,21,20.49193,20.49193
14775,B,1136,20.49193,20.49193
14775,C,1136,20.49193,20.49193
14778,B,152,20.49193,20.49193
14778,C,152,20.49193,20.49193
14779,B,419,20.49193,20.49193
14779,C,419,20.49193,20.49193
14780,B,47,20.49193,20.49193
14780,C,47,20.49193,20.49193
14783,B,12,20.49193,20.49193
14783,C,12,20.49193,20.49193
14785,B,21,20.49193,20.49193
14785,C,21,20.49193,20.49193
14787,B,7,20.49193,20.49193
14787,C,7,20.49193,20.49193
14788,B,15,20.49193,20.49193
14788,C,15,20.49193,20.49193
14789,B,435,20.49193,20.49193
14789,C,435,20.49193,20.49193
14790,B,186,20.49193,20.49193
14790,C,186,20.49193,20.49193
14791,B,817,20.49193,20.49193
14791,C,817,20.49193,20.49193
14792,B,39,20.49193,20.49193
14792,C,39,20.49193,20.49193
14793,B,92,20.49193,20.49193
14793,C,92,20.49193,20.49193
14794,B,706,20.49193,20.49193
14794,C,706,20.49193,20.49193
14798,B,20,20.49193,20.49193
14798,C,20,20.49193,20.49193
14800,B,54,20.49193,20.49193
14800,C,54,20.49193,20.49193
14802,B,118,20.49193,20.49193
14802,C,118,20.49193,20.49193
14804,B,102,20.49193,20.49193
14804,C,102,20.49193,20.49193
14806,B,83,20.49193,20.49193
14806,C,83,20.49193,20.49193
14808,B,23,20.49193,20.49193
14808,C,23,20.49193,20.49193
14809,B,1,20.49193,20.49193
14811,B,138,20.49193,20.49193
14811,C,138,20.49193,20.49193
14812,B,67,20.49193,20.49193
14812,C,67,20.49193,20.49193
14813,B,34,20.49193,20.49193
14813,C,34,20.49193,20.49193
14818,B,1167,20.49193,20.49193
14818,C,1167,20.49193,20.49193
14821,B,143,20.49193,20.49193
14821,C,143,20.49193,20.49193
14822,B,289,20.49193,20.49193
14822,C,289,20.49193,20.49193
14823,B,48,20.49193,20.49193
14823,C,48,20.49193,20.49193
14826,B,21,20.49193,20.49193
14826,C,21,20.49193,20.49193
14828,B,18,20.49193,20.49193
14828,C,18,20.49193,20.49193
14830,B,8,20.49193,20.49193
14831,B,9,20.49193,20.49193
14831,C,9,20.49193,20.49193
14832,B,338,20.49193,20.49193
14832,C,338,20.49193,20.49193
14833,B,178,20.49193,20.49193
14833,C,178,20.49193,20.49193
14834,B,687,20.49193,20.49193
14834,C,687,20.49193,20.49193
14835,B,45,20.49193,20.49193
14835,C,45,20.49193,20.49193
14836,B,88,20.49193,20.49193
14836,C,88,20.49193,20.49193
14837,B,772,20.49193,20.49193
14837,C,772,20.49193,20.49193
14838,B,1,20.49193,20.49193
14841,B,15,20.49193,20.49193
14841,C,15,20.49193,20.49193
14843,B,51,20.49193,20.49193
14843,C,51,20.49193,20.49193
14845,B,142,20.49193,20.49193
14845,C,142,20.49193,20.49193
14846,B,88,20.49193,20.49193
14846,C,88,20.49193,20.49193
14847,B,70,20.49193,20.49193
14847,C,70,20.49193,20.49193
14849,B,30,20.49193,20.49193
14849,C,30,20.49193,20.49193
14852,B,174,20.49193,20.49193
14852,C,174,20.49193,20.49193
14853,B,67,20.49193,20.49193
14853,C,67,20.49193,20.49193
14854,B,29,20.49193,20.49193
14854,C,29,20.49193,20.49193
14902,B,331,20.49193,20.49193
14902,C,331,20.49193,20.49193
14903,B,1077,20.49193,20.49193
14903,C,1077,20.49193,20.49193
14904,B,1460,20.49193,20.49193
14904,C,1460,20.49193,20.49193
14907,B,369,20.49193,20.49193
14907,C,369,20.49193,20.49193
14908,B,46,20.49193,20.49193
14908,C,46,20.49193,20.49193
14909,B,1090,20.49193,20.49193
14909,C,1090,20.49193,20.49193
14911,B,750,20.49193,20.49193
14911,C,750,20.49193,20.49193
14912,B,769,20.49193,20.49193
14912,C,769,20.49193,20.49193
14913,B,1202,20.49193,20.49193
14913,C,1202,20.49193,20.49193
14914,B,652,20.49193,20.49193
14914,C,652,20.49193,20.49193
14915,B,1361,20.49193,20.49193
14915,C,1361,20.49193,20.49193
14916,B,100,20.49193,20.49193
14916,C,100,20.49193,20.49193
14917,B,252,20.49193,20.49193
14917,C,252,20.49193,20.49193
14918,B,1362,20.49193,20.49193
14918,C,1362,20.49193,20.49193
14919,B,2,20.49193,20.49193
14922,B,34,20.49193,20.49193
14922,C,34,20.49193,20.49193
14924,B,92,20.49193,20.49193
14924,C,92,20.49193,20.49193
14926,B,312,20.49193,20.49193
14926,C,312,20.49193,20.49193
14928,B,160,20.49193,20.49193
14928,C,160,20.49193,20.49193
14930,B,104,20.49193,20.49193
14930,C,104,20.49193,20.49193
14932,B,59,20.49193,20.49193
14932,C,59,20.49193,20.49193
14933,B,1,20.49193,20.49193
14935,B,373,20.49193,20.49193
14935,C,373,20.49193,20.49193
14936,B,87,20.49193,20.49193
14936,C,87,20.49193,20.49193
14937,B,33,20.49193,20.49193
14937,C,33,20.49193,20.49193
15019,B,173,20.49193,20.49193
15019,C,173,20.49193,20.49193
15020,B,104,20.49193,20.49193
15020,C,104,20.49193,20.49193
15023,B,48,20.49193,20.49193
15023,C,48,20.49193,20.49193
15024,B,8,20.49193,20.49193
15024,C,8,20.49193,20.49193
15025,B,70,20.49193,20.49193
15025,C,70,20.49193,20.49193
15027,B,79,20.49193,20.49193
15027,C,79,20.49193,20.49193
15028,B,100,20.49193,20.49193
15028,C,100,20.49193,20.49193
15029,B,190,20.49193,20.49193
15029,C,190,20.49193,20.49193
15030,B,76,20.49193,20.49193
15030,C,76,20.49193,20.49193
15031,B,283,20.49193,20.49193
15031,C,283,20.49193,20.49193
15032,B,6,20.49193,20.49193
15033,B,38,20.49193,20.49193
15033,C,38,20.49193,20.49193
15034,B,236,20.49193,20.49193
15034,C,236,20.49193,20.49193
15038,B,1,20.49193,20.49193
15040,B,15,20.49193,20.49193
15040,C,15,20.49193,20.49193
15042,B,42,20.49193,20.49193
15042,C,42,20.49193,20.49193
15044,B,14,20.49193,20.49193
15044,C,14,20.49193,20.49193
15046,B,10,20.49193,20.49193
15046,C,10,20.49193,20.49193
15048,B,2,20.49193,20.49193
15051,B,24,20.49193,20.49193
15051,C,24,20.49193,20.49193
15057,B,55,20.49193,20.49193
15057,C,55,20.49193,20.49193
15060,B,18,20.49193,20.49193
15060,C,18,20.49193,20.49193
15062,B,14,20.49193,20.49193
15062,C,14,20.49193,20.49193
15064,B,9,20.49193,20.49193
15064,C,9,20.49193,20.49193
15065,B,8,20.49193,20.49193
15065,C,8,20.49193,20.49193
15066,B,261,20.49193,20.49193
15066,C,261,20.49193,20.49193
15067,B,169,20.49193,20.49193
15067,C,169,20.49193,20.49193
15068,B,610,20.49193,20.49193
15068,C,610,20.49193,20.49193
15069,B,38,20.49193,20.49193
15069,C,38,20.49193,20.49193
15070,B,85,20.49193,20.49193
15070,C,85,20.49193,20.49193
15071,B,492,20.49193,20.49193
15071,C,492,20.49193,20.49193
15075,B,5,20.49193,20.49193
15076,B,1,20.49193,20.49193
15077,B,24,20.49193,20.49193
15077,C,24,20.49193,20.49193
15079,B,98,20.49193,20.49193
15079,C,98,20.49193,20.49193
15081,B,66,20.49193,20.49193
15081,C,66,20.49193,20.49193
15083,B,42,20.49193,20.49193
15083,C,42,20.49193,20.49193
15085,B,25,20.49193,20.49193
15085,C,25,20.49193,20.49193
15086,B,1,20.49193,20.49193
15088,B,83,20.49193,20.49193
15088,C,83,20.49193,20.49193
15095,B,348,20.49193,20.49193
15095,C,348,20.49193,20.49193
15096,B,178,20.49193,20.49193
15096,C,178,20.49193,20.49193
15097,B,1076,20.49193,20.49193
15097,C,1076,20.49193,20.49193
15099,B,420,20.49193,20.49193
15099,C,420,20.49193,20.49193
15100,B,340,20.49193,20.49193
15100,C,340,20.49193,20.49193
15101,B,558,20.49193,20.49193
15101,C,558,20.49193,20.49193
15102,B,189,20.49193,20.49193
15102,C,189,20.49193,20.49193
15103,B,738,20.49193,20.49193
15103,C,738,20.49193,20.49193
15104,B,83,20.49193,20.49193
15104,C,83,20.49193,20.49193
15105,B,122,20.49193,20.49193
15105,C,122,20.49193,20.49193
15106,B,803,20.49193,20.49193
15106,C,803,20.49193,20.49193
15107,B,4,20.49193,20.49193
15110,B,1,20.49193,20.49193
15111,B,26,20.49193,20.49193
15111,C,26,20.49193,20.49193
15112,B,103,20.49193,20.49193
15112,C,103,20.49193,20.49193
15114,B,205,20.49193,20.49193
15114,C,205,20.49193,20.49193
15116,B,127,20.49193,20.49193
15116,C,127,20.49193,20.49193
15118,B,90,20.49193,20.49193
15118,C,90,20.49193,20.49193
15120,B,58,20.49193,20.49193
15120,C,58,20.49193,20.49193
15123,B,186,20.49193,20.49193
15123,C,186,20.49193,20.49193
15170,B,1,20.49193,20.49193
1519,B,77,20.49193,20.49193
1519,C,77,20.49193,20.49193
15198,B,441,20.49193,20.49193
15198,C,441,20.49193,20.49193
15199,B,815,20.49193,20.49193
15199,C,815,20.49193,20.49193
15201,B,372,20.49193,20.49193
15201,C,372,20.49193,20.49193
15202,B,280,20.49193,20.49193
15202,C,280,20.49193,20.49193
15203,B,396,20.49193,20.49193
15203,C,396,20.49193,20.49193
15204,B,111,20.49193,20.49193
15204,C,111,20.49193,20.49193
15205,B,422,20.49193,20.49193
15205,C,422,20.49193,20.49193
15206,B,12,20.49193,20.49193
15206,C,12,20.49193,20.49193
15207,B,44,20.49193,20.49193
15207,C,44,20.49193,20.49193
15208,B,340,20.49193,20.49193
15208,C,340,20.49193,20.49193
15213,B,1,20.49193,20.49193
15214,B,17,20.49193,20.49193
15216,B,59,20.49193,20.49193
15216,C,59,20.49193,20.49193
15218,B,30,20.49193,20.49193
15218,C,30,20.49193,20.49193
15220,B,8,20.49193,20.49193
15220,C,8,20.49193,20.49193
15222,B,4,20.49193,20.49193
15225,B,45,20.49193,20.49193
15225,C,45,20.49193,20.49193
15231,B,909,20.49193,20.49193
15231,C,909,20.49193,20.49193
15233,B,311,20.49193,20.49193
15233,C,311,20.49193,20.49193
15234,B,249,20.49193,20.49193
15234,C,249,20.49193,20.49193
15235,B,326,20.49193,20.49193
15235,C,326,20.49193,20.49193
15236,B,55,20.49193,20.49193
15236,C,55,20.49193,20.49193
15237,B,327,20.49193,20.49193
15237,C,327,20.49193,20.49193
15238,B,5,20.49193,20.49193
15238,C,5,20.49193,20.49193
15239,B,29,20.49193,20.49193
15239,C,29,20.49193,20.49193
15240,B,351,20.49193,20.49193
15240,C,351,20.49193,20.49193
15241,B,3,20.49193,20.49193
15241,C,3,20.49193,20.49193
15245,B,3,20.49193,20.49193
15246,B,13,20.49193,20.49193
15246,C,13,20.49193,20.49193
15248,B,30,20.49193,20.49193
15248,C,30,20.49193,20.49193
15250,B,8,20.49193,20.49193
15250,C,8,20.49193,20.49193
15252,B,4,20.49193,20.49193
15252,C,4,20.49193,20.49193
15254,B,1,20.49193,20.49193
15257,B,6,20.49193,20.49193
15264,B,488,20.49193,20.49193
15264,C,488,20.49193,20.49193
15265,B,528,20.49193,20.49193
15265,C,528,20.49193,20.49193
15266,B,663,20.49193,20.49193
15266,C,663,20.49193,20.49193
15267,B,129,20.49193,20.49193
15267,C,129,20.49193,20.49193
15268,B,453,20.49193,20.49193
15268,C,453,20.49193,20.49193
15269,B,21,20.49193,20.49193
15269,C,21,20.49193,20.49193
15270,B,70,20.49193,20.49193
15270,C,70,20.49193,20.49193
15271,B,393,20.49193,20.49193
15271,C,393,20.49193,20.49193
15272,B,9,20.49193,20.49193
15272,C,9,20.49193,20.49193
15275,B,1,20.49193,20.49193
15276,B,3,20.49193,20.49193
15277,B,37,20.49193,20.49193
15277,C,37,20.49193,20.49193
15279,B,87,20.49193,20.49193
15279,C,87,20.49193,20.49193
15281,B,47,20.49193,20.49193
15281,C,47,20.49193,20.49193
15283,B,33,20.49193,20.49193
15283,C,33,20.49193,20.49193
15285,B,9,20.49193,20.49193
15285,C,9,20.49193,20.49193
15286,B,1,20.49193,20.49193
15288,B,84,20.49193,20.49193
15288,C,84,20.49193,20.49193
15324,B,174,20.49193,20.49193
15324,C,174,20.49193,20.49193
15325,B,430,20.49193,20.49193
15325,C,430,20.49193,20.49193
15326,B,70,20.49193,20.49193
15326,C,70,20.49193,20.49193
15327,B,359,20.49193,20.49193
15327,C,359,20.49193,20.49193
15328,B,16,20.49193,20.49193
15328,C,16,20.49193,20.49193
15329,B,54,20.49193,20.49193
15329,C,54,20.49193,20.49193
15330,B,254,20.49193,20.49193
15330,C,254,20.49193,20.49193
15331,B,7,20.49193,20.49193
15331,C,7,20.49193,20.49193
15335,B,2,20.49193,20.49193
15336,B,12,20.49193,20.49193
15338,B,60,20.49193,20.49193
15338,C,60,20.49193,20.49193
15340,B,35,20.49193,20.49193
15340,C,35,20.49193,20.49193
15342,B,11,20.49193,20.49193
15342,C,11,20.49193,20.49193
15344,B,4,20.49193,20.49193
15344,C,4,20.49193,20.49193
15347,B,52,20.49193,20.49193
15347,C,52,20.49193,20.49193
15353,B,643,20.49193,20.49193
15353,C,643,20.49193,20.49193
15354,B,110,20.49193,20.49193
15354,C,110,20.49193,20.49193
15355,B,413,20.49193,20.49193
15355,C,413,20.49193,20.49193
15356,B,23,20.49193,20.49193
15356,C,23,20.49193,20.49193
15357,B,58,20.49193,20.49193
15357,C,58,20.49193,20.49193
15358,B,265,20.49193,20.49193
15358,C,265,20.49193,20.49193
15359,B,2,20.49193,20.49193
15364,B,14,20.49193,20.49193
15364,C,14,20.49193,20.49193
15366,B,32,20.49193,20.49193
15366,C,32,20.49193,20.49193
15368,B,20,20.49193,20.49193
15368,C,20,20.49193,20.49193
15370,B,11,20.49193,20.49193
15370,C,11,20.49193,20.49193
15372,B,1,20.49193,20.49193
15375,B,40,20.49193,20.49193
15375,C,40,20.49193,20.49193
15381,B,291,20.49193,20.49193
15381,C,291,20.49193,20.49193
15382,B,890,20.49193,20.49193
15382,C,890,20.49193,20.49193
15383,B,51,20.49193,20.49193
15383,C,51,20.49193,20.49193
15384,B,127,20.49193,20.49193
15384,C,127,20.49193,20.49193
15385,B,778,20.49193,20.49193
15385,C,778,20.49193,20.49193
15389,B,6,20.49193,20.49193
15390,B,2,20.49193,20.49193
15391,B,31,20.49193,20.49193
15391,C,31,20.49193,20.49193
15393,B,104,20.49193,20.49193
15393,C,104,20.49193,20.49193
15395,B,77,20.49193,20.49193
15395,C,77,20.49193,20.49193
15397,B,55,20.49193,20.49193
15397,C,55,20.49193,20.49193
15399,B,10,20.49193,20.49193
15400,B,1,20.49193,20.49193
15402,B,109,20.49193,20.49193
15402,C,109,20.49193,20.49193
15408,B,14,20.49193,20.49193
15408,C,14,20.49193,20.49193
15409,B,50,20.49193,20.49193
15409,C,50,20.49193,20.49193
15410,B,245,20.49193,20.49193
15410,C,245,20.49193,20.49193
15411,B,988,20.49193,20.49193
15411,C,988,20.49193,20.49193
15412,B,2,20.49193,20.49193
15415,B,14,20.49193,20.49193
15415,C,14,20.49193,20.49193
15416,B,16,20.49193,20.49193
15416,C,16,20.49193,20.49193
15417,B,87,20.49193,20.49193
15417,C,87,20.49193,20.49193
15419,B,171,20.49193,20.49193
15419,C,171,20.49193,20.49193
15421,B,113,20.49193,20.49193
15421,C,113,20.49193,20.49193
15423,B,74,20.49193,20.49193
15423,C,74,20.49193,20.49193
15425,B,34,20.49193,20.49193
15425,C,34,20.49193,20.49193
15428,B,133,20.49193,20.49193
15428,C,133,20.49193,20.49193
15434,B,117,20.49193,20.49193
15434,C,117,20.49193,20.49193
15435,B,326,20.49193,20.49193
15435,C,326,20.49193,20.49193
15436,B,1336,20.49193,20.49193
15436,C,1336,20.49193,20.49193
15437,B,5,20.49193,20.49193
15438,B,4,20.49193,20.49193
15438,C,4,20.49193,20.49193
15440,B,25,20.49193,20.49193
15440,C,25,20.49193,20.49193
15441,B,34,20.49193,20.49193
15441,C,34,20.49193,20.49193
15442,B,114,20.49193,20.49193
15442,C,114,20.49193,20.49193
15444,B,362,20.49193,20.49193
15444,C,362,20.49193,20.49193
15446,B,238,20.49193,20.49193
15446,C,238,20.49193,20.49193
15448,B,149,20.49193,20.49193
15448,C,149,20.49193,20.49193
15450,B,67,20.49193,20.49193
15450,C,67,20.49193,20.49193
15451,B,1,20.49193,20.49193
15453,B,380,20.49193,20.49193
15453,C,380,20.49193,20.49193
15459,B,71,20.49193,20.49193
15459,C,71,20.49193,20.49193
15460,B,247,20.49193,20.49193
15460,C,247,20.49193,20.49193
15461,B,1,20.49193,20.49193
15465,B,2,20.49193,20.49193
15465,C,2,20.49193,20.49193
15466,B,29,20.49193,20.49193
15466,C,29,20.49193,20.49193
15468,B,78,20.49193,20.49193
15468,C,78,20.49193,20.49193
15470,B,50,20.49193,20.49193
15470,C,50,20.49193,20.49193
15472,B,27,20.49193,20.49193
15472,C,27,20.49193,20.49193
15474,B,6,20.49193,20.49193
15474,C,6,20.49193,20.49193
15477,B,31,20.49193,20.49193
15477,C,31,20.49193,20.49193
15483,B,474,20.49193,20.49193
15483,C,474,20.49193,20.49193
15484,B,3,20.49193,20.49193
15487,B,5,20.49193,20.49193
15488,B,4,20.49193,20.49193
15489,B,40,20.49193,20.49193
15489,C,40,20.49193,20.49193
15491,B,123,20.49193,20.49193
15491,C,123,20.49193,20.49193
15493,B,76,20.49193,20.49193
15493,C,76,20.49193,20.49193
15495,B,56,20.49193,20.49193
15495,C,56,20.49193,20.49193
15497,B,24,20.49193,20.49193
15497,C,24,20.49193,20.49193
15500,B,67,20.49193,20.49193
15500,C,67,20.49193,20.49193
15506,B,5,20.49193,20.49193
15507,B,12,20.49193,20.49193
15507,C,12,20.49193,20.49193
15508,B,26,20.49193,20.49193
15508,C,26,20.49193,20.49193
15509,B,14,20.49193,20.49193
15509,C,14,20.49193,20.49193
15510,B,133,20.49193,20.49193
15510,C,133,20.49193,20.49193
15511,B,715,20.49193,20.49193
15511,C,715,20.49193,20.49193
15513,B,1217,20.49193,20.49193
15513,C,1217,20.49193,20.49193
15515,B,730,20.49193,20.49193
15515,C,730,20.49193,20.49193
15517,B,363,20.49193,20.49193
15517,C,363,20.49193,20.49193
15519,B,228,20.49193,20.49193
15519,C,228,20.49193,20.49193
15520,B,2,20.49193,20.49193
15522,B,1025,20.49193,20.49193
15522,C,1025,20.49193,20.49193
15531,B,8,20.49193,20.49193
15531,C,8,20.49193,20.49193
15532,B,17,20.49193,20.49193
15532,C,17,20.49193,20.49193
15534,B,73,20.49193,20.49193
15534,C,73,20.49193,20.49193
15536,B,24,20.49193,20.49193
15536,C,24,20.49193,20.49193
15538,B,27,20.49193,20.49193
15538,C,27,20.49193,20.49193
15540,B,7,20.49193,20.49193
15543,B,32,20.49193,20.49193
15543,C,32,20.49193,20.49193
15552,B,1,20.49193,20.49193
15554,B,2,20.49193,20.49193
15563,B,1,20.49193,20.49193
15589,B,4,20.49193,20.49193
15591,B,28,20.49193,20.49193
15591,C,28,20.49193,20.49193
15593,B,10,20.49193,20.49193
15593,C,10,20.49193,20.49193
15595,B,1,20.49193,20.49193
15600,B,9,20.49193,20.49193
15600,C,9,20.49193,20.49193
15606,B,8,20.49193,20.49193
15606,C,8,20.49193,20.49193
15608,B,115,20.49193,20.49193
15608,C,115,20.49193,20.49193
15610,B,59,20.49193,20.49193
15610,C,59,20.49193,20.49193
15612,B,33,20.49193,20.49193
15612,C,33,20.49193,20.49193
15614,B,7,20.49193,20.49193
15614,C,7,20.49193,20.49193
15617,B,36,20.49193,20.49193
15617,C,36,20.49193,20.49193
15624,B,81,20.49193,20.49193
15624,C,81,20.49193,20.49193
15626,B,72,20.49193,20.49193
15626,C,72,20.49193,20.49193
15628,B,65,20.49193,20.49193
15628,C,65,20.49193,20.49193
15630,B,17,20.49193,20.49193
15630,C,17,20.49193,20.49193
15631,C,1,20.49193,20.49193
15633,B,122,20.49193,20.49193
15633,C,122,20.49193,20.49193
15655,B,547,20.49193,20.49193
15655,C,547,20.49193,20.49193
15657,B,207,20.49193,20.49193
15657,C,207,20.49193,20.49193
15659,B,95,20.49193,20.49193
15659,C,95,20.49193,20.49193
15660,B,2,20.49193,20.49193
15662,B,413,20.49193,20.49193
15662,C,413,20.49193,20.49193
15682,B,351,20.49193,20.49193
15682,C,351,20.49193,20.49193
15683,B,1,20.49193,20.49193
15684,B,137,20.49193,20.49193
15684,C,137,20.49193,20.49193
15685,B,2,20.49193,20.49193
15685,C,2,20.49193,20.49193
15687,B,654,20.49193,20.49193
15687,C,654,20.49193,20.49193
15704,C,1,20.49193,20.49193
15705,B,301,20.49193,20.49193
15705,C,301,20.49193,20.49193
15706,B,5,20.49193,20.49193
15708,B,699,20.49193,20.49193
15708,C,699,20.49193,20.49193
15717,B,9,20.49193,20.49193
15723,B,16,20.49193,20.49193
15723,C,16,20.49193,20.49193
15724,B,4,20.49193,20.49193
15724,C,4,20.49193,20.49193
15725,B,704,20.49193,20.49193
15725,C,704,20.49193,20.49193
15732,B,49,20.49193,20.49193
15732,C,49,20.49193,20.49193
15749,B,45,20.49193,20.49193
15749,C,45,20.49193,20.49193
15759,C,1,20.49193,20.49193
15761,B,28,20.49193,20.49193
15761,C,28,20.49193,20.49193
15762,B,364,20.49193,20.49193
15762,C,364,20.49193,20.49193
15763,B,11,20.49193,20.49193
15763,C,11,20.49193,20.49193
15767,B,1198,20.49193,20.49193
15767,C,1198,20.49193,20.49193
15772,B,14,20.49193,20.49193
15772,C,14,20.49193,20.49193
15782,B,12,20.49193,20.49193
15782,C,12,20.49193,20.49193
15784,B,10,20.49193,20.49193
15784,C,10,20.49193,20.49193
15786,B,14,20.49193,20.49193
15786,C,14,20.49193,20.49193
15788,B,44,20.49193,20.49193
15788,C,44,20.49193,20.49193
15844,B,19,20.49193,20.49193
15844,C,19,20.49193,20.49193
15849,B,25,20.49193,20.49193
15849,C,25,20.49193,20.49193
15869,B,1,20.49193,20.49193
16003,B,38,20.49193,20.49193
16003,C,38,20.49193,20.49193
16004,B,2,20.49193,20.49193
16008,B,49,20.49193,20.49193
16008,C,49,20.49193,20.49193
16023,B,3,20.49193,20.49193
16023,C,3,20.49193,20.49193
16028,B,3,20.49193,20.49193
1603,B,92,20.49193,20.49193
1603,C,92,20.49193,20.49193
16082,B,6,20.49193,20.49193
16086,B,862,20.49193,20.49193
16086,C,862,20.49193,20.49193
16091,B,9,20.49193,20.49193
16101,B,8,20.49193,20.49193
16101,C,8,20.49193,20.49193
16103,B,13,20.49193,20.49193
16103,C,13,20.49193,20.49193
16105,B,16,20.49193,20.49193
16105,C,16,20.49193,20.49193
16107,B,25,20.49193,20.49193
16107,C,25,20.49193,20.49193
16164,B,11,20.49193,20.49193
16164,C,11,20.49193,20.49193
16184,B,1,20.49193,20.49193
16240,B,1250,20.49193,20.49193
16240,C,1250,20.49193,20.49193
16245,B,917,20.49193,20.49193
16245,C,917,20.49193,20.49193
16255,B,1047,20.49193,20.49193
16255,C,1047,20.49193,20.49193
16259,B,1332,20.49193,20.49193
16259,C,1332,20.49193,20.49193
16261,B,1430,20.49193,20.49193
16261,C,1430,20.49193,20.49193
16263,B,974,20.49193,20.49193
16263,C,974,20.49193,20.49193
16264,B,988,20.49193,20.49193
16264,C,988,20.49193,20.49193
16268,B,1378,20.49193,20.49193
16268,C,1378,20.49193,20.49193
16269,B,995,20.49193,20.49193
16269,C,995,20.49193,20.49193
16270,B,761,20.49193,20.49193
16270,C,761,20.49193,20.49193
16271,B,698,20.49193,20.49193
16271,C,698,20.49193,20.49193
16273,B,1103,20.49193,20.49193
16273,C,1103,20.49193,20.49193
16276,B,93,20.49193,20.49193
16276,C,93,20.49193,20.49193
16277,B,213,20.49193,20.49193
16277,C,213,20.49193,20.49193
16278,B,104,20.49193,20.49193
16278,C,104,20.49193,20.49193
16281,B,52,20.49193,20.49193
16281,C,52,20.49193,20.49193
16283,B,70,20.49193,20.49193
16283,C,70,20.49193,20.49193
16285,B,45,20.49193,20.49193
16285,C,45,20.49193,20.49193
16286,B,52,20.49193,20.49193
16286,C,52,20.49193,20.49193
16287,B,298,20.49193,20.49193
16287,C,298,20.49193,20.49193
16288,B,399,20.49193,20.49193
16288,C,399,20.49193,20.49193
16289,B,484,20.49193,20.49193
16289,C,484,20.49193,20.49193
16290,B,61,20.49193,20.49193
16290,C,61,20.49193,20.49193
16291,B,100,20.49193,20.49193
16291,C,100,20.49193,20.49193
16292,B,643,20.49193,20.49193
16292,C,643,20.49193,20.49193
16468,B,673,20.49193,20.49193
16468,C,673,20.49193,20.49193
16478,B,778,20.49193,20.49193
16478,C,778,20.49193,20.49193
16480,B,9,20.49193,20.49193
16480,C,9,20.49193,20.49193
16482,B,989,20.49193,20.49193
16482,C,989,20.49193,20.49193
16484,B,1169,20.49193,20.49193
16484,C,1169,20.49193,20.49193
16486,B,615,20.49193,20.49193
16486,C,615,20.49193,20.49193
16487,B,651,20.49193,20.49193
16487,C,651,20.49193,20.49193
16491,B,806,20.49193,20.49193
16491,C,806,20.49193,20.49193
16492,B,480,20.49193,20.49193
16492,C,480,20.49193,20.49193
16493,B,307,20.49193,20.49193
16493,C,307,20.49193,20.49193
16494,B,338,20.49193,20.49193
16494,C,338,20.49193,20.49193
16496,B,417,20.49193,20.49193
16496,C,417,20.49193,20.49193
16499,B,86,20.49193,20.49193
16499,C,86,20.49193,20.49193
16500,B,118,20.49193,20.49193
16500,C,118,20.49193,20.49193
16501,B,54,20.49193,20.49193
16501,C,54,20.49193,20.49193
16504,B,19,20.49193,20.49193
16504,C,19,20.49193,20.49193
16506,B,21,20.49193,20.49193
16506,C,21,20.49193,20.49193
16508,B,12,20.49193,20.49193
16508,C,12,20.49193,20.49193
16509,B,5,20.49193,20.49193
